Distribution Date,Producer Code,Product ID,Product,Quantity,Unit Cost,Unit Price
09/14/2022,PBY,3592,Broccoli,16,3700,4107
09/14/2022,LDX,3458,"Peppers, Habanero",11,4050,4496
09/14/2022,HAF,3758,"Eggplant, African (Bitter ball)",21,2400,2664
09/14/2022,CMA,3138,"Greens, Collards",5,4275,4745
09/14/2022,PLT,3668,"Eggplant, Japanese",10,3425,3802
09/14/2022,CMU,3138,"Greens, Collards",5,4275,4745
09/14/2022,YMF,3668,"Eggplant, Japanese",3,3425,3802
09/14/2022,CVP,3826,"Greens, Sweet Potato Leaves",10,3525,3913
09/14/2022,MLG,3826,"Greens, Sweet Potato Leaves",10,3525,3913
09/14/2022,MFP,3364,"Greens, Mustard",5,4275,4745
09/14/2022,CBO,3278,"Radish, Red, Bunched w/Tops",4,4350,4829
09/14/2022,MLG,3758,"Eggplant, African (Bitter ball)",6,2400,2664
09/14/2022,CVP,3702,"Greens, Malabar",10,4275,4745
09/14/2022,LDX,3153,"Peppers, Jalapeno",10,3000,3329
09/14/2022,MFP,3828,"Peppers, Bell",10,4075,4523
09/14/2022,MFP,3153,"Peppers, Jalapeno",20,3000,3329
09/14/2022,PBY,3668,"Eggplant, Japanese",10,3425,3802
09/14/2022,LFF,3153,"Peppers, Jalapeno",15,3000,3329
09/14/2022,CHO,3278,"Radish, Red, Bunched w/Tops",60,4350,4829
09/14/2022,PLT,3364,"Greens, Mustard",5,4275,4745
09/14/2022,PLT,3458,"Peppers, Habanero",10,4050,4496
09/14/2022,CLP,3826,"Greens, Sweet Potato Leaves",13,3525,3913
09/14/2022,LEE,3828,"Peppers, Bell",10,4075,4523
09/14/2022,MFP,3458,"Peppers, Habanero",10,4050,4496
09/14/2022,MLG,3364,"Greens, Mustard",10,4275,4745
09/14/2022,D2D,3138,"Greens, Collards",10,4275,4745
09/14/2022,CBS,3153,"Peppers, Jalapeno",24,3000,3329
09/14/2022,LFF,3458,"Peppers, Habanero",3,4050,4496
09/14/2022,PBY,3089,"Melon, Watermelon Red Seedless",25,3075,3413
09/14/2022,CMA,3754,Cabbage,10,4075,4523
09/14/2022,ONC,3754,Cabbage,15,4075,4523
09/14/2022,SXF,3826,"Greens, Sweet Potato Leaves",50,3525,3913
09/14/2022,MMO,3364,"Greens, Mustard",10,4275,4745
09/14/2022,PLT,3758,"Eggplant, African (Bitter ball)",22,2400,2664
09/14/2022,LOF,3364,"Greens, Mustard",5,4275,4745
09/14/2022,SXF,3758,"Eggplant, African (Bitter ball)",11,2400,2664
09/14/2022,CLP,3668,"Eggplant, Japanese",10,3425,3802
09/14/2022,LFF,3828,"Peppers, Bell",10,4075,4523
09/14/2022,TXI,3826,"Greens, Sweet Potato Leaves",5,3525,3913
09/14/2022,CBO,3138,"Greens, Collards",5,4275,4745
09/16/2022,MLG,3755,Carrots,27,3675,4079
09/16/2022,DTF,3202,"Tomatoes, Slicers",36,4600,5106
09/16/2022,YMF,3200,"Tomatoes, Grape",18,4050,4496
09/16/2022,YMF,3668,"Eggplant, Japanese",20,3425,3802
09/16/2022,AGF,3759,Onions,20,4625,5134
09/16/2022,CAL,3201,"Tomatoes, Roma",10,4050,4496
09/16/2022,YMF,3809,"Beans, Green, Yellow, or Purple",12,7100,7881
09/16/2022,CTH,3202,"Tomatoes, Slicers",15,4600,5106
09/16/2022,CMU,3132,"Carrots, Rainbow",11,3675,4079
09/16/2022,MFP,3759,Onions,10,4625,5134
09/16/2022,D2D,3200,"Tomatoes, Grape",20,4050,4496
09/16/2022,MLG,3759,Onions,10,4625,5134
09/16/2022,LEE,3809,"Beans, Green, Yellow, or Purple",14,7100,7881
09/16/2022,CMU,3755,Carrots,10,3675,4079
09/16/2022,AGF,3095,"Melon, Watermelon Red Seedless",9,45500,50505
09/16/2022,RSV,3755,Carrots,32,3675,4079
09/16/2022,CHO,3200,"Tomatoes, Grape",10,4050,4496
09/16/2022,AGF,3201,"Tomatoes, Roma",10,4050,4496
09/16/2022,CHO,3361,"Cucumbers, Slicing",20,2400,2664
09/16/2022,SRF,3759,Onions,30,4625,5134
09/16/2022,MHG,3200,"Tomatoes, Grape",10,4050,4496
09/16/2022,PBY,3201,"Tomatoes, Roma",14,4050,4496
09/16/2022,LOF,3362,"Cucumbers, Pickling",15,2400,2664
09/16/2022,YMF,3853,"Greens, Eggplant Leaves - 12 bunch",20,3650,4052
09/16/2022,MLG,3809,"Beans, Green, Yellow, or Purple",10,7100,7881
09/16/2022,SRF,3201,"Tomatoes, Roma",18,4050,4496
09/21/2022,AGF,3201,"Tomatoes, Roma",20,4050,4496
09/21/2022,BXF,3138,"Greens, Collards",10,4275,4745
09/21/2022,PZM,3828,"Peppers, Bell",10,4075,4523
09/21/2022,PBY,3201,"Tomatoes, Roma",35,4050,4496
09/21/2022,MFP,3364,"Greens, Mustard",5,4275,4745
09/21/2022,PZM,3458,"Peppers, Habanero",10,4050,4496
09/21/2022,MFP,3759,Onions,10,4625,5134
09/21/2022,PZM,3153,"Peppers, Jalapeno",13,3000,3329
09/21/2022,CMU,3138,"Greens, Collards",10,4275,4745
09/21/2022,CAL,3189,"Squash, Winter, Delicata",60,4075,4523
09/21/2022,LFF,3153,"Peppers, Jalapeno",10,3000,3329
09/21/2022,LFF,3458,"Peppers, Habanero",5,4050,4496
09/21/2022,MMO,3364,"Greens, Mustard",10,4275,4745
09/21/2022,MLG,3759,Onions,10,4625,5134
09/21/2022,D2D,3200,"Tomatoes, Grape",18,4050,4496
09/21/2022,CMU,3755,Carrots,5,3675,4079
09/21/2022,PLT,3364,"Greens, Mustard",5,4275,4745
09/21/2022,DTF,3202,"Tomatoes, Slicers",36,4600,5106
09/21/2022,CHO,3200,"Tomatoes, Grape",10,4050,4496
09/21/2022,MLG,3364,"Greens, Mustard",10,4275,4745
09/21/2022,CMA,3138,"Greens, Collards",5,4275,4745
09/21/2022,LDX,3153,"Peppers, Jalapeno",10,3000,3329
09/21/2022,MHG,3200,"Tomatoes, Grape",10,4050,4496
09/21/2022,KHF,3201,"Tomatoes, Roma",36,4050,4496
09/21/2022,AGF,3189,"Squash, Winter, Delicata",90,4075,4523
09/21/2022,MLG,3828,"Peppers, Bell",20,4075,4523
09/21/2022,LFF,3828,"Peppers, Bell",5,4075,4523
09/21/2022,CMA,3754,Cabbage,10,4075,4523
09/21/2022,SRF,3759,Onions,30,4625,5134
09/21/2022,CTH,3202,"Tomatoes, Slicers",15,4600,5106
09/21/2022,PLT,3458,"Peppers, Habanero",10,4050,4496
09/21/2022,KHF,3153,"Peppers, Jalapeno",12,3000,3329
09/21/2022,CAL,3153,"Peppers, Jalapeno",12,3000,3329
09/21/2022,YMF,3200,"Tomatoes, Grape",18,4050,4496
09/30/2022,TEB,3573,"Greens, Bok Choy",10,4625,5134
09/30/2022,PBY,3573,"Greens, Bok Choy",20,4625,5134
09/30/2022,PZM,3449,"Peppers, Poblano",10,4625,5134
09/30/2022,NTN,3449,"Peppers, Poblano",20,4625,5134
09/30/2022,MFP,3573,"Greens, Bok Choy",30,4625,5134
09/30/2022,CAL,3189,"Squash, Winter, Delicata",65,4075,4523
09/30/2022,YMF,3200,"Tomatoes, Grape",16,4050,4496
09/30/2022,SRF,3201,"Tomatoes, Roma",30,4050,4496
09/30/2022,PBY,3201,"Tomatoes, Roma",9,4050,4496
09/30/2022,AGF,3189,"Squash, Winter, Delicata",45,4075,4523
09/30/2022,CHO,3200,"Tomatoes, Grape",20,4050,4496
09/30/2022,PBY,3189,"Squash, Winter, Delicata",25,4075,4523
10/07/2022,CAL,3759,Onions,39,4625,5134
10/07/2022,HOP,3166,"Potatoes, Red",50,5725,6355
10/07/2022,CLP,3613,"Beets Red, bulk",22,3100,3440
10/07/2022,SRF,3759,Onions,50,4625,5134
10/07/2022,NTN,3613,"Beets Red, bulk",23,3100,3440
10/07/2022,PBY,3613,"Beets Red, bulk",44,3100,3440
10/07/2022,CBO,3813,"Greens, Kale",5,4275,4745
10/07/2022,YMF,3132,"Carrots, Rainbow",22,3675,4079
10/07/2022,CBO,3138,"Greens, Collards",5,4275,4745
10/07/2022,MMO,3364,"Greens, Mustard",10,4275,4745
10/07/2022,JWI,3278,"Radish, Red, Bunched w/Tops",20,4350,4829
10/07/2022,CBO,3278,"Radish, Red, Bunched w/Tops",7,4350,4829
10/07/2022,MHA,3364,"Greens, Mustard",10,4275,4745
10/07/2022,CAL,3189,"Squash, Winter, Delicata",21,4075,4523
10/07/2022,LOF,3364,"Greens, Mustard",10,4275,4745
10/07/2022,MLG,3759,Onions,5,4625,5134
10/07/2022,CMU,3132,"Carrots, Rainbow",22,3675,4079
10/07/2022,RSV,3755,Carrots,22,3675,4079
10/07/2022,MLG,3755,Carrots,20,3675,4079
10/07/2022,KSL,3613,"Beets Red, bulk",11,3100,3440
10/07/2022,YMF,3613,"Beets Red, bulk",22,3100,3440
10/07/2022,AGF,3759,Onions,13,4625,5134
10/14/2022,NTN,3613,"Beets Red, bulk",11,3100,3440
10/14/2022,CLP,3613,"Beets Red, bulk",11,3100,3440
10/14/2022,MFP,3573,"Greens, Bok Choy",10,4625,5134
10/14/2022,MLG,3759,Onions,10,4625,5134
10/14/2022,YMF,3178,"Radish, Purple Daikon",44,3900,4329
10/14/2022,MFP,3759,Onions,10,4625,5134
10/14/2022,YMF,3613,"Beets Red, bulk",11,3100,3440
10/14/2022,CMU,3132,"Carrots, Rainbow",22,3675,4079
10/14/2022,RSV,3755,Carrots,22,3675,4079
10/14/2022,TEB,3573,"Greens, Bok Choy",20,4625,5134
10/14/2022,CAL,3759,Onions,20,4625,5134
10/14/2022,PBY,3613,"Beets Red, bulk",22,3100,3440
10/14/2022,MFP,3573,"Greens, Bok Choy",20,4625,5134
10/14/2022,YMF,3132,"Carrots, Rainbow",22,3675,4079
