Delivery Week,Producer Code,Product ID,Product,Quantity,Cost,Fulfilled,Water Access,Land Ownership,FulfilPerc
11/22/2021,SEE,3188,"Squash, Winter, Butternut",68,2465,0,True,True,0.0
11/22/2021,LXF,3132,"Carrots, Rainbow Bulk",24,3162,0,,,0.0
11/22/2021,D2D,3754,Cabbage,15,3400,0,True,True,0.0
11/22/2021,SGC,3754,Cabbage,15,3400,0,,,0.0
11/22/2021,WKH,3132,"Carrots, Rainbow Bulk",12,3162,0,,,0.0
11/22/2021,AFC,3754,Cabbage,5,3400,0,True,True,0.0
11/22/2021,NTN,3754,Cabbage,15,3400,15,False,False,1.0
11/29/2021,SEE,9998,"Greens, Spinach",75,4440,0,True,True,0.0
11/8/2021,SGC,3188,"Squash, Winter, Butternut",25,2465,25,,,1.0
11/8/2021,SEE,3806,"Lettuce, Salanova",75,3600,0,True,True,0.0
11/8/2021,SGC,3188,"Squash, Winter, Butternut",25,2465,0,,,0.0
11/8/2021,SGC,3759,"Onions, Bulb",7,4000,0,,,0.0
11/8/2021,SGC,3759,"Onions, Bulb",20,4000,0,,,0.0
11/8/2021,MKV,3759,"Onions, Bulb",20,4000,0,,,0.0
11/8/2021,SGC,3759,"Onions, Bulb",8,4000,0,,,0.0
11/8/2021,PBY,3759,"Onions, Bulb",20,4000,0,False,False,0.0
11/8/2021,SGC,3188,"Squash, Winter, Butternut",25,2465,0,,,0.0
11/8/2021,SGC,3759,"Onions, Bulb",20,4000,0,,,0.0
11/8/2021,WKH,3759,"Onions, Bulb",20,4000,0,,,0.0
11/8/2021,SGC,3759,"Onions, Bulb",8,4000,0,,,0.0
11/8/2021,CBS,3188,"Squash, Winter, Butternut",25,2465,0,True,True,0.0
11/8/2021,LXF,3132,"Carrots, Rainbow Bulk",40,3162,0,,,0.0
11/8/2021,AFC,3754,Cabbage,15,3400,0,True,True,0.0
11/8/2021,D2D,3754,Cabbage,15,3400,0,True,True,0.0
11/8/2021,NTN,3754,Cabbage,15,3400,0,False,False,0.0
11/8/2021,SGC,3754,Cabbage,5,3400,0,,,0.0
6/14/2021,CHO,3278,"Radishes, bunched-24 ct",30,3375,30,False,True,1.0
6/14/2021,YMF,3266,"Onions, Green or Scallions-24 ct",11,2880,11,True,False,1.0
6/14/2021,SGC,3266,"Onions, Green or Scallions-24 ct",5,2880,5,,,1.0
6/14/2021,NTN,3266,"Onions, Green or Scallions-24 ct",11,2880,11,False,False,1.0
6/14/2021,SEE,3304,Garlic scapes,38,4800,0,True,True,0.0
6/14/2021,YMF,3813,"Greens, Kale-24 ct",38,3600,24,True,False,0.631578947368421
6/14/2021,HAF,3266,"Onions, Green or Scallions-24 ct",6,2880,6,False,True,1.0
6/14/2021,KLF,3278,"Radishes, bunched-24 ct",10,3375,10,,,1.0
6/14/2021,CVP,3266,"Onions, Green or Scallions-24 ct",5,2880,5,False,False,1.0
6/14/2021,POG,3775,Kohlrabi,36,3000,0,,,0.0
6/14/2021,DTF,3806,"Lettuce, Head-24 ct",15,3600,0,False,True,0.0
6/14/2021,WKH,3806,"Lettuce, Head-24 ct",5,3600,5,,,1.0
6/21/2021,CBS,3278,"Radishes, bunched-24 ct",10,3375,10,True,True,1.0
6/21/2021,WKH,3806,"Lettuce, Head-24 ct",5,3600,5,,,1.0
6/21/2021,PBY,3573,Bok Choi,30,4000,0,False,False,0.0
6/21/2021,WKH,3573,Bok Choi,10,4000,10,,,1.0
6/21/2021,WKH,3806,"Lettuce, Head-24 ct",13,3600,13,,,1.0
6/21/2021,YMF,3806,"Lettuce, Head-24 ct",15,3600,15,True,False,1.0
6/21/2021,YMF,3806,"Lettuce, Head-24 ct",23,3600,0,True,False,0.0
6/21/2021,CHO,3806,"Lettuce, Head-24 ct",15,3600,0,False,True,0.0
6/21/2021,SGC,3266,"Onions, Green or Scallions-24 ct",5,2880,5,,,1.0
6/21/2021,HAF,3806,"Lettuce, Head-24 ct",10,3600,10,False,True,1.0
6/21/2021,NTN,3266,"Onions, Green or Scallions-24 ct",7,2880,7,False,False,1.0
6/21/2021,DTF,3806,"Lettuce, Head-24 ct",15,3600,0,False,True,0.0
6/21/2021,CHO,3266,"Onions, Green or Scallions-24 ct",5,2880,5,False,True,1.0
6/21/2021,CVP,3266,"Onions, Green or Scallions-24 ct",5,2880,5,False,False,1.0
6/21/2021,HAF,3266,"Onions, Green or Scallions-24 ct",5,2880,5,False,True,1.0
6/21/2021,YMF,3266,"Onions, Green or Scallions-24 ct",11,2880,0,True,False,0.0
6/21/2021,POG,3669,"Greens, Chard",38,3600,38,,,1.0
6/21/2021,KLF,3278,"Radishes, bunched-24 ct",10,3375,10,,,1.0
6/21/2021,MHG,3278,"Radishes, bunched-24 ct",5,3375,0,True,True,0.0
6/21/2021,D2D,3278,"Radishes, bunched-24 ct",5,3375,5,True,True,1.0
6/28/2021,WKH,3573,Bok Choi,45,4000,10,,,0.2222222222222222
6/28/2021,WKH,3806,"Lettuce, Head-24 ct",15,3600,0,,,0.0
6/28/2021,CHO,3266,"Onions, Green or Scallions-24 ct",5,2880,0,False,True,0.0
6/28/2021,YMF,3216,Rhubarb,36,6000,0,True,False,0.0
6/28/2021,MHG,3278,"Radishes, bunched-24 ct",7,3375,0,True,True,0.0
6/28/2021,HAF,3266,"Onions, Green or Scallions-24 ct",7,2880,7,False,True,1.0
6/28/2021,D2D,3278,"Radishes, bunched-24 ct",5,3375,5,True,True,1.0
6/28/2021,CVP,3266,"Onions, Green or Scallions-24 ct",5,2880,5,False,False,1.0
6/28/2021,NTN,3266,"Onions, Green or Scallions-24 ct",5,2880,5,False,False,1.0
6/28/2021,SEE,9999,Cilantro,19,3600,0,True,True,0.0
6/28/2021,KLF,3278,"Radishes, bunched-24 ct",5,3375,5,,,1.0
6/28/2021,DTF,3806,"Lettuce, Head-24 ct",15,3600,0,False,True,0.0
6/28/2021,CHO,3278,"Radishes, bunched-24 ct",30,3375,0,False,True,0.0
6/28/2021,CBS,3278,"Radishes, bunched-24 ct",15,3375,10,True,True,0.6666666666666666
6/28/2021,YMF,3806,"Lettuce, Head-24 ct",5,3600,0,True,False,0.0
6/28/2021,CHO,3806,"Lettuce, Head-24 ct",15,3600,0,False,True,0.0
6/28/2021,SGC,3266,"Onions, Green or Scallions-24 ct",5,2880,5,,,1.0
6/28/2021,POG,3806,"Lettuce, Head-24 ct",38,3600,0,,,0.0
6/28/2021,WKH,3278,"Radishes, bunched-24 ct",8,3375,0,,,0.0
6/28/2021,YMF,3266,"Onions, Green or Scallions-24 ct",11,2880,11,True,False,1.0
6/7/2021,CHO,3266,"Onions, Green or Scallions-24 ct",5,2880,0,False,True,0.0
6/7/2021,HAF,3266,"Onions, Green or Scallions-24 ct",5,2880,0,False,True,0.0
6/7/2021,CVP,3266,"Onions, Green or Scallions-24 ct",5,2880,0,False,False,0.0
6/7/2021,POG,3806,"Lettuce, Head-24 ct",38,3600,19,,,0.5
6/7/2021,NTN,3266,"Onions, Green or Scallions-24 ct",6,2880,0,False,False,0.0
6/7/2021,NTN,3813,"Greens, Kale-24 ct",15,3600,0,False,False,0.0
6/7/2021,YMF,3806,"Lettuce, Head-24 ct",38,3600,0,True,False,0.0
6/7/2021,YMF,3266,"Onions, Green or Scallions-24 ct",12,2880,0,True,False,0.0
6/7/2021,KLF,3278,"Radishes, bunched-24 ct",8,3375,0,,,0.0
6/7/2021,SGC,3266,"Onions, Green or Scallions-24 ct",5,2880,0,,,0.0
7/12/2021,D2D,3278,"Radishes, bunched-24 ct",5,3375,5,True,True,1.0
7/12/2021,HAF,3361,"Cucumbers, Slicing",38,2000,13,False,True,0.34210526315789475
7/12/2021,CHO,3361,"Cucumbers, Slicing",30,2000,0,False,True,0.0
7/12/2021,CLP,3361,"Cucumbers, Slicing",6,2000,0,False,True,0.0
7/12/2021,MHG,3361,"Cucumbers, Slicing",30,2000,0,True,True,0.0
7/12/2021,D2D,3184,"Squash, Summer, Zucchini",30,2000,9,True,True,0.3
7/12/2021,D2D,3138,"Greens, Collard-24 ct",10,3600,10,True,True,1.0
7/12/2021,SGC,3184,"Squash, Summer, Zucchini",6,2000,6,,,1.0
7/12/2021,CBS,3278,"Radishes, bunched-24 ct",20,3375,5,True,True,0.25
7/12/2021,WKH,3361,"Cucumbers, Slicing",30,2000,0,,,0.0
7/12/2021,AFC,3138,"Greens, Collard-24 ct",5,3600,3,True,True,0.6
7/12/2021,WKH,3184,"Squash, Summer, Zucchini",30,2000,20,,,0.6666666666666666
7/12/2021,HAF,3278,"Radishes, bunched-24 ct",10,3375,3,False,True,0.3
7/12/2021,SEE,3202,"Tomatoes, Slicing",23,4000,0,True,True,0.0
7/12/2021,CBS,3361,"Cucumbers, Slicing",30,2000,0,True,True,0.0
7/12/2021,MHG,3184,"Squash, Summer, Zucchini",30,2000,11,True,True,0.36666666666666664
7/12/2021,SGC,3361,"Cucumbers, Slicing",6,2000,6,,,1.0
7/12/2021,MHG,3278,"Radishes, bunched-24 ct",5,3375,0,True,True,0.0
7/12/2021,KLF,3278,"Radishes, bunched-24 ct",20,3375,20,,,1.0
7/12/2021,AFC,3184,"Squash, Summer, Zucchini",6,2000,3,True,True,0.5
7/12/2021,LXF,3184,"Squash, Summer, Zucchini",30,2000,30,,,1.0
7/12/2021,HAF,3138,"Greens, Collard-24 ct",38,3600,38,False,True,1.0
7/12/2021,MLG,3138,"Greens, Collard-24 ct",10,3600,7,False,False,0.7
7/19/2021,CBS,3361,"Cucumbers, Slicing",30,2000,7,True,True,0.23333333333333334
7/19/2021,YMF,3184,"Squash, Summer, Zucchini",30,2000,10,True,False,0.3333333333333333
7/19/2021,WKH,3184,"Squash, Summer, Zucchini",30,2000,17,,,0.5666666666666667
7/19/2021,WKH,3184,"Squash, Summer, Zucchini",15,2000,0,,,0.0
7/19/2021,D2D,3278,"Radishes, bunched-24 ct",5,3375,2,True,True,0.4
7/19/2021,CBS,3278,"Radishes, bunched-24 ct",20,3375,4,True,True,0.2
7/19/2021,LXF,3184,"Squash, Summer, Zucchini",30,2000,30,,,1.0
7/19/2021,SGC,3184,"Squash, Summer, Zucchini",6,2000,6,,,1.0
7/19/2021,SEE,3202,"Tomatoes, Slicing",23,4000,23,True,True,1.0
7/19/2021,UNK,3754,Cabbage,10,3400,0,False,False,0.0
7/19/2021,MHG,3278,"Radishes, bunched-24 ct",5,3375,0,True,True,0.0
7/19/2021,MHG,3361,"Cucumbers, Slicing",30,2000,0,True,True,0.0
7/19/2021,CHO,3361,"Cucumbers, Slicing",30,2000,0,False,True,0.0
7/19/2021,D2D,3184,"Squash, Summer, Zucchini",30,2000,9,True,True,0.3
7/19/2021,KLF,3278,"Radishes, bunched-24 ct",20,3375,20,,,1.0
7/19/2021,AFC,3184,"Squash, Summer, Zucchini",6,2000,3,True,True,0.5
7/19/2021,CLP,3361,"Cucumbers, Slicing",6,2000,6,False,True,1.0
7/19/2021,MHG,3184,"Squash, Summer, Zucchini",30,2000,0,True,True,0.0
7/19/2021,LXF,3361,"Cucumbers, Slicing",30,2000,0,,,0.0
7/19/2021,CHO,3754,Cabbage,10,3400,0,False,True,0.0
7/19/2021,SGC,3361,"Cucumbers, Slicing",6,2000,6,,,1.0
7/19/2021,WKH,3361,"Cucumbers, Slicing",30,2000,30,,,1.0
7/19/2021,NTN,3813,"Greens, Kale-24 ct",10,3600,10,False,False,1.0
7/19/2021,D2D,3813,"Greens, Kale-24 ct",10,3600,10,True,True,1.0
7/19/2021,HAF,3364,"Greens, Mustard-24 ct",38,3600,0,False,True,0.0
7/19/2021,CHO,3813,"Greens, Kale-24 ct",10,3600,0,False,True,0.0
7/19/2021,WKH,3361,"Cucumbers, Slicing",15,2000,1,,,0.06666666666666667
7/19/2021,CLP,3813,"Greens, Kale-24 ct",10,3600,10,False,True,1.0
7/19/2021,PLT,3813,"Greens, Kale-24 ct",10,3600,10,False,False,1.0
7/26/2021,UNK,3759,"Onions, Bulb",10,4000,0,False,False,0.0
7/26/2021,WKH,3361,"Cucumbers, Slicing",30,2000,0,,,0.0
7/26/2021,POG,9999,Cilantro,38,3600,0,,,0.0
7/26/2021,D2D,3184,"Squash, Summer, Zucchini",30,2000,10,True,True,0.3333333333333333
7/26/2021,LXF,3184,"Squash, Summer, Zucchini",30,2000,30,,,1.0
7/26/2021,CHO,3361,"Cucumbers, Slicing",30,2000,0,False,True,0.0
7/26/2021,MLG,3401,"Beans, Green, Yellow or Purple",15,6250,15,False,False,1.0
7/26/2021,MKV,3759,"Onions, Bulb",15,4000,0,,,0.0
7/26/2021,MLP,3759,"Onions, Bulb",15,4000,0,,,0.0
7/26/2021,CLP,3361,"Cucumbers, Slicing",6,2000,6,False,True,1.0
7/26/2021,PBY,3401,"Beans, Green, Yellow or Purple",15,6250,15,False,False,1.0
7/26/2021,AFC,3184,"Squash, Summer, Zucchini",6,2000,6,True,True,1.0
7/26/2021,MHG,3184,"Squash, Summer, Zucchini",30,2000,0,True,True,0.0
7/26/2021,SGC,3828,"Peppers, Green Bell",15,3500,0,,,0.0
7/26/2021,CBS,3361,"Cucumbers, Slicing",30,2000,0,True,True,0.0
7/26/2021,HAF,3401,"Beans, Green, Yellow or Purple",5,6250,5,False,True,1.0
7/26/2021,MHG,3361,"Cucumbers, Slicing",30,2000,0,True,True,0.0
7/26/2021,SGC,3828,"Peppers, Green Bell",15,3500,0,,,0.0
7/26/2021,WKH,3184,"Squash, Summer, Zucchini",30,2000,0,,,0.0
7/26/2021,SGC,3361,"Cucumbers, Slicing",6,2000,6,,,1.0
7/26/2021,CBS,3153,"Peppers, Jalapeño",6,2550,6,True,True,1.0
7/26/2021,CBS,3404,Tomatillos,90,2800,90,True,True,1.0
7/26/2021,D2D,3401,"Beans, Green, Yellow or Purple",15,6250,15,True,True,1.0
7/26/2021,SGC,3828,"Peppers, Green Bell",15,3500,0,,,0.0
7/26/2021,SGC,3184,"Squash, Summer, Zucchini",6,2000,6,,,1.0
7/26/2021,SEE,3202,"Tomatoes, Slicing",23,4000,23,True,True,1.0
7/5/2021,WKH,3806,"Lettuce, Head-24 ct",5,3600,0,,,0.0
7/5/2021,YMF,3401,"Beans, Green, Yellow or Purple",18,6250,0,True,False,0.0
7/5/2021,D2D,3278,"Radishes, bunched-24 ct",5,3375,4,True,True,0.8
7/5/2021,MHG,3278,"Radishes, bunched-24 ct",5,3375,0,True,True,0.0
7/5/2021,CHO,3266,"Onions, Green or Scallions-24 ct",11,2880,0,False,True,0.0
7/5/2021,SEE,3326,Fennel,38,4200,30,True,True,0.7894736842105263
7/5/2021,CBS,3278,"Radishes, bunched-24 ct",20,3375,0,True,True,0.0
7/5/2021,YMF,3099,Beets w/greens,75,3600,0,True,False,0.0
7/5/2021,CVP,3266,"Onions, Green or Scallions-24 ct",11,2880,11,False,False,1.0
7/5/2021,YMF,3266,"Onions, Green or Scallions-24 ct",11,2880,0,True,False,0.0
